ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,rid,intro,age,gender,hukou,IMC_1_1,IMC_1_2,IMC_1_4,IMC_1_5,IMC_1_6,income,education,work,party,info,imc_2_1,imc_2_2,imc_2_3,imc_2_4,imc_2_5,imc_2_6,imc_2_7,audit,list_intro,a_1,a_2,a_3,a_4,a_control,list_intro_1,a_1_1,a_2_1,a_3_1,a_4_1,season_1,season_2,season_3,season_4,a_treatment,fmc_a,list_intro_2,b_1,b_2,b_3,b_4,zodiac_1,zodiac_2,zodiac_3,zodiac_4,zodiac_5,zodiac_6,b_treatment,intro_list,b_1_1,b_2_1,b_3_1,b_4_1,placebo_1,placebo_2,b_placebo,intro_list_1,b_1_2,b_2_2,b_3_2,b_4_2,b_control,fmc_b,intro_list_2,c_1,c_2,c_3,c_4,c_sensitive,c_treatment,list_intro_3,c_1_1,c_2_1,c_3_1,c_4_1,c_control,list_intro_4,d_1,d_2,d_3,d_4,d_sensitive,d_treatment,list_intro_5,d_1_1,d_2_1,d_3_1,d_4_1,d_control,intro_list_3,e_1,e_2,e_3,e_4,e_sensitive,e_treatment,intro_list_4,e_1_1,e_2_1,e_3_1,e_4_1,e_control,intro_list_5,e_1_2,e_2_2,e_3_2,e_4_2,placebo_3,placebo_4,e_placebo,fmc_e,placebo_1_direct,placebo_2_direct,non_sens_direct,c_direct,d_direct,e_direct,sponsor,end,RO-BR-FL_64,RO-BR-FL_71,RO-BR-FL_10,RO-BR-FL_22,RO-BR-FL_77,RO-BR-FL_74,RO-BR-FL_44,RO-BR-FL_57,RO-BL-IMC_2,RO-BL-A_control,RO-BL-A_treatment,RO-BL-FMC_A,RO-BL-B_treatment,RO-BL-B_placebo,RO-BL-B_control,RO-BL-FMC_B,RO-BL-C_treatment,RO-BL-C_control,RO-BL-D_treatment,RO-BL-D_control,RO-BL-E_treatment,RO-BL-E_control,RO-BL-E_placebo,RO-BL-FMC_E,RO-BL-Direct_questions,DO-Q-fmc_a,DO-Q-fmc_b,DO-Q-fmc_e,LocationLatitude,LocationLongitude,LocationAccuracy
R_210oW8kdvwpxOVD,Default Response Set,222.190.134.130,2019-10-28T21:45:43Z,2019-10-28T21:48:49Z,NA,NA,NA,NA,1,0,5db7b5b0-e593-e77f-bbda-c2e1f478e1f1,1,31 到 40 岁,女,城市户口,NA,非常感兴趣,NA,NA,NA,"100,000 元到200,000 元",硕士及以上,政府和国有企事业单位,不是党员,1,说不上同意或反对,说不上同意或反对,某种程度上同意,某种程度上同意,说不上同意或反对,某种程度上不同意,某种程度上不同意,是，我明白,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,NA,NA,1,NA,NA,NA,1  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,独立机构或大学,1,Audit,NA,A_control,B_treatment,NA,NA,D_control,E_control,info|imc_2_7|imc_2_5|imc_2_4|imc_2_6|imc_2_2|imc_2_1|imc_2_3,list_intro|a_4|a_1|a_3|a_2|a_control,NA,fmc_a,list_intro|b_3|b_1|zodiac_3|b_4|b_2|b_treatment,NA,NA,fmc_b,intro_list|c_2|c_1|c_4|c_3|c_sensitive|c_treatment,NA,NA,list_intro|d_2|d_3|d_4|d_1|d_control,NA,intro_list|e_4|e_1|e_3|e_2|e_control,NA,fmc_e,non_sens_direct|d_direct|c_direct|e_direct|placebo_1_direct,3|1|4|2|5,2|3|4|1|5,1|2|3|4|5,32.06170654296875,118.77780151367188,-1
R_3lshlw2cFHdfqP7,Default Response Set,203.93.166.161,2019-10-28T21:50:02Z,2019-10-28T21:53:53Z,NA,NA,NA,NA,1,0,5db7b6a7-9700-a238-29b3-0d80881c6dbd,1,24 到 30 岁,女,城市户口,NA,NA,NA,有点感兴趣,NA,"50,000 到100,000 元",大学本科,私营企业单位,不是党员,1,说不上同意或反对,某种程度上同意,某种程度上同意,某种程度上同意,某种程度上不同意,说不上同意或反对,某种程度上不同意,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,NA,3 项,我非常喜欢菠萝。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,我非常喜欢攀岩。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,1,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不想回答,同意,不想回答,不想回答,不想回答,私人企业,1,empty,NA,A_treatment,B_control,NA,NA,D_control,E_treatment,info|imc_2_6|imc_2_3|imc_2_7|imc_2_5|imc_2_2|imc_2_4|imc_2_1,NA,list_intro|a_2|a_4|season_3|a_3|a_1|a_treatment,fmc_a,NA,NA,intro_list|b_2|b_4|b_1|b_3|b_control,fmc_b,NA,list_intro|c_2|c_1|c_4|c_3|c_control,NA,list_intro|d_2|d_4|d_3|d_1|d_control,intro_list|e_sensitive|e_3|e_1|e_2|e_4|e_treatment,NA,NA,fmc_e,non_sens_direct|placebo_2_direct|d_direct|c_direct|e_direct,2|3|1|4|5,4|1|3|2|5,2|4|1|3|5,38.46809387207031,106.27310180664062,-1
R_2ZQgdGGZwpq7IRe,Default Response Set,123.164.82.129,2019-10-28T21:51:07Z,2019-10-28T21:55:39Z,NA,NA,NA,NA,1,0,5db7b709-f6e1-fc0a-f080-e31e11b2327b,1,24 到 30 岁,女,城市户口,NA,非常感兴趣,NA,NA,NA,"200,000 元以上",大学本科,私营企业单位,是党员,1,说不上同意或反对,某种程度上同意,某种程度上同意,强烈同意,某种程度上同意,某种程度上同意,强烈不同意,是，我明白,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,NA,NA,NA,NA,NA,1,3  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,1,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,1,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不同意,同意,同意,同意,不同意,独立机构或大学,1,Audit,NA,A_control,B_treatment,NA,NA,D_control,E_treatment,info|imc_2_6|imc_2_4|imc_2_7|imc_2_5|imc_2_3|imc_2_2|imc_2_1,list_intro|a_1|a_2|a_3|a_4|a_control,NA,fmc_a,list_intro|b_2|b_1|zodiac_6|b_3|b_4|b_treatment,NA,NA,fmc_b,intro_list|c_2|c_4|c_sensitive|c_3|c_1|c_treatment,NA,NA,list_intro|d_1|d_3|d_2|d_4|d_control,intro_list|e_3|e_sensitive|e_2|e_4|e_1|e_treatment,NA,NA,fmc_e,non_sens_direct|c_direct|e_direct|d_direct|placebo_2_direct,4|1|3|2|5,2|4|1|3|5,1|4|2|3|5,46.58329772949219,125,-1
R_oZAUzTwQOEmuo0h,Default Response Set,120.36.255.246,2019-10-28T21:52:58Z,2019-10-28T21:56:12Z,NA,NA,NA,NA,1,0,5db7b75d-518a-f790-d69e-a533d355bc4a,1,24 到 30 岁,男,城市户口,特别感兴趣,NA,NA,NA,NA,"200,000 元以上",大学本科,私营企业单位,不是党员,1,某种程度上同意,某种程度上同意,强烈同意,强烈不同意,某种程度上同意,说不上同意或反对,某种程度上不同意,是，我明白,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,我们的城市需要再有一座游乐场。,1,1,1,1,1,NA,NA,NA,1,NA,NA,2  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,我们的国家应该建立更多的自然保护区。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,我们的城市需要一个更大的体育馆。,NA,不想回答,同意,同意,同意,不同意,独立机构或大学,1,Audit,NA,A_control,B_treatment,NA,NA,D_treatment,E_control,info|imc_2_6|imc_2_3|imc_2_1|imc_2_7|imc_2_4|imc_2_2|imc_2_5,list_intro|a_4|a_1|a_3|a_2|a_control,NA,fmc_a,list_intro|b_1|b_4|zodiac_4|b_2|b_3|b_treatment,NA,NA,fmc_b,NA,list_intro|c_3|c_1|c_2|c_4|c_control,list_intro|d_sensitive|d_2|d_3|d_4|d_1|d_treatment,NA,NA,intro_list|e_2|e_4|e_1|e_3|e_control,NA,fmc_e,non_sens_direct|placebo_2_direct|c_direct|d_direct|e_direct,4|3|1|2|5,4|2|3|1|5,1|2|4|3|5,24.47979736328125,118.0819091796875,-1
R_1mtnoX4sCXLkiyu,Default Response Set,120.7.98.151,2019-10-28T21:54:52Z,2019-10-28T21:59:36Z,NA,NA,NA,NA,1,0,5db7b7ed-a1f7-1c5c-8b96-c3c2b99e31c7,1,31 到 40 岁,女,城市户口,NA,非常感兴趣,NA,NA,NA,"50,000 到100,000 元",大学专科,私营企业单位,不是党员,1,说不上同意或反对,说不上同意或反对,某种程度上同意,某种程度上同意,说不上同意或反对,说不上同意或反对,说不上同意或反对,是，我明白,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,3 项,NA,NA,NA,NA,NA,NA,我们的国家应该建立更多的自然保护区。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,政府机构,1,Audit,NA,A_control,B_placebo,NA,NA,D_control,E_placebo,info|imc_2_5|imc_2_6|imc_2_2|imc_2_7|imc_2_1|imc_2_3|imc_2_4,list_intro|a_4|a_1|a_3|a_2|a_control,NA,fmc_a,NA,intro_list|b_4|b_2|b_3|b_1|placebo_1|b_placebo,NA,fmc_b,NA,list_intro|c_3|c_1|c_2|c_4|c_control,NA,list_intro|d_4|d_3|d_2|d_1|d_control,NA,NA,intro_list|placebo_3|e_2|e_3|e_4|e_1|e_placebo,fmc_e,non_sens_direct|placebo_1_direct|c_direct|e_direct|d_direct,2|4|1|3|5,3|2|1|4|5,2|3|1|4|5,39.50970458984375,116.6947021484375,-1
R_Ce3BuaGdMhgmtKp,Default Response Set,61.177.17.98,2019-10-28T21:54:18Z,2019-10-28T22:00:27Z,NA,NA,NA,NA,1,0,5db7b7c3-f919-2e01-4568-e161543ef4f1,1,41 到 55 岁,女,城市户口,NA,NA,NA,有点感兴趣,NA,"50,000 到100,000 元",大学本科,私营企业单位,不是党员,1,说不上同意或反对,强烈同意,某种程度上同意,某种程度上不同意,某种程度上不同意,某种程度上不同意,某种程度上不同意,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,2 项,我住在公寓楼中。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,政府就像是家长，应该告诉人民应该做什么。,1,1,1,1,1,1,1  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,1,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,同意,不想回答,不想回答,不同意,独立机构或大学,1,empty,NA,A_treatment,B_control,NA,NA,D_control,E_treatment,info|imc_2_1|imc_2_6|imc_2_7|imc_2_3|imc_2_2|imc_2_4|imc_2_5,NA,list_intro|a_2|a_4|season_1|a_1|a_3|a_treatment,fmc_a,NA,NA,intro_list|b_3|b_2|b_1|b_4|b_control,fmc_b,intro_list|c_1|c_2|c_4|c_3|c_sensitive|c_treatment,NA,NA,list_intro|d_3|d_1|d_4|d_2|d_control,intro_list|e_1|e_sensitive|e_2|e_3|e_4|e_treatment,NA,NA,fmc_e,non_sens_direct|e_direct|placebo_1_direct|d_direct|c_direct,4|1|2|3|5,2|1|4|3|5,2|1|4|3|5,31.304092407226562,120.59539794921875,-1
R_OHB8DnJomCF7a4F,Default Response Set,125.39.46.17,2019-10-28T21:58:49Z,2019-10-28T22:01:52Z,NA,NA,NA,NA,1,0,5db7b8c7-c1c6-71f4-cbec-19fff60f2e05,1,24 到 30 岁,男,农村户口,NA,NA,NA,有点感兴趣,NA,"50,000 到100,000 元",初中,私营企业单位,不是党员,1,强烈同意,强烈同意,某种程度上不同意,强烈同意,强烈同意,强烈同意,强烈同意,是，我明白,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,我住在公寓楼中。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,2 项,NA,NA,NA,NA,NA,NA,我几乎每天在家做饭。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1 项,我非常喜欢火龙果。,NA,同意,同意,同意,同意,同意,私人企业,1,Audit,NA,A_control,B_placebo,NA,NA,D_control,E_placebo,info|imc_2_3|imc_2_2|imc_2_4|imc_2_5|imc_2_6|imc_2_7|imc_2_1,list_intro|a_2|a_1|a_4|a_3|a_control,NA,fmc_a,NA,intro_list|placebo_2|b_3|b_1|b_4|b_2|b_placebo,NA,fmc_b,NA,list_intro|c_1|c_4|c_2|c_3|c_control,NA,list_intro|d_3|d_1|d_2|d_4|d_control,NA,NA,intro_list|e_3|e_1|placebo_3|e_2|e_4|e_placebo,fmc_e,non_sens_direct|e_direct|placebo_2_direct|d_direct|c_direct,3|4|1|2|5,3|2|4|1|5,2|4|1|3|5,40.12919616699219,124.39471435546875,-1
R_2Wxl48fMLK5wg2m,Default Response Set,112.93.91.183,2019-10-28T21:36:33Z,2019-10-28T22:02:57Z,NA,NA,NA,NA,1,0,5db7b3a2-269a-f44d-8451-dc965b924907,1,31 到 40 岁,女,城市户口,NA,NA,NA,NA,NA,"200,000 元以上",大学本科,私营企业单位,不是党员,1,说不上同意或反对,强烈同意,强烈同意,某种程度上同意,某种程度上同意,某种程度上不同意,某种程度上不同意,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,政府机构,1,empty,NA,A_control,B_placebo,NA,NA,D_treatment,E_placebo,info|imc_2_3|imc_2_5|imc_2_7|imc_2_1|imc_2_4|imc_2_6|imc_2_2,list_intro|a_4|a_1|a_2|a_3|a_control,NA,fmc_a,NA,intro_list|b_1|b_4|placebo_1|b_2|b_3|b_placebo,NA,fmc_b,intro_list|c_1|c_sensitive|c_3|c_2|c_4|c_treatment,NA,list_intro|d_2|d_1|d_4|d_3|d_sensitive|d_treatment,NA,NA,NA,intro_list|e_4|e_1|e_2|e_3|placebo_3|e_placebo,fmc_e,non_sens_direct|d_direct|c_direct|placebo_1_direct|e_direct,1|4|2|3|5,2|3|4|1|5,3|1|4|2|5,23.028701782226562,113.13409423828125,-1
R_DuiqQGZeYGLDYsN,Default Response Set,103.113.156.102,2019-10-28T22:00:06Z,2019-10-28T22:04:08Z,NA,NA,NA,NA,1,0,5db7b916-a893-9969-bb24-c1b8020baa20,1,18 到 23 岁,女,城市户口,NA,NA,比较感兴趣,NA,NA,"50,000 元以下",大学本科,都不是,不是党员,1,说不上同意或反对,某种程度上同意,说不上同意或反对,强烈同意,某种程度上不同意,某种程度上不同意,强烈不同意,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,NA,3 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0 项,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,1,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不同意,同意,不想回答,同意,不同意,独立机构或大学,1,empty,NA,A_treatment,B_control,NA,NA,D_control,E_treatment,info|imc_2_7|imc_2_2|imc_2_1|imc_2_3|imc_2_5|imc_2_4|imc_2_6,NA,list_intro|a_4|a_1|season_3|a_3|a_2|a_treatment,fmc_a,NA,NA,intro_list|b_4|b_1|b_2|b_3|b_control,fmc_b,NA,list_intro|c_4|c_3|c_2|c_1|c_control,NA,list_intro|d_4|d_3|d_1|d_2|d_control,intro_list|e_4|e_1|e_3|e_2|e_sensitive|e_treatment,NA,NA,fmc_e,non_sens_direct|d_direct|placebo_2_direct|e_direct|c_direct,2|3|4|1|5,3|1|4|2|5,3|2|4|1|5,22.25,114.16668701171875,-1
R_3NV7rsNyQKWEB9Q,Default Response Set,1.199.142.199,2019-10-28T22:04:54Z,2019-10-28T22:14:45Z,NA,NA,NA,NA,1,0,5db7ba5a-5472-c1ae-ddbd-0bf117f1fe7b,1,18 到 23 岁,男,城市户口,NA,NA,NA,有点感兴趣,NA,"50,000 元以下",大学本科,私营企业单位,不是党员,1,说不上同意或反对,强烈同意,说不上同意或反对,某种程度上同意,说不上同意或反对,强烈不同意,某种程度上不同意,是，我明白,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,3 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,政府就像是家长，应该告诉人民应该做什么。,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,0 项,政府为所有人提供优质的公共服务。,NA,不同意,不同意,同意,不同意,同意,私人企业,1,Audit,NA,A_treatment,B_control,NA,NA,D_control,E_placebo,info|imc_2_6|imc_2_7|imc_2_1|imc_2_3|imc_2_5|imc_2_4|imc_2_2,NA,list_intro|a_1|a_3|season_1|a_4|a_2|a_treatment,fmc_a,NA,NA,intro_list|b_2|b_4|b_1|b_3|b_control,fmc_b,intro_list|c_3|c_2|c_1|c_sensitive|c_4|c_treatment,NA,NA,list_intro|d_4|d_2|d_1|d_3|d_control,NA,NA,intro_list|e_2|e_4|placebo_3|e_1|e_3|e_placebo,fmc_e,non_sens_direct|d_direct|e_direct|c_direct|placebo_2_direct,3|2|4|1|5,2|4|3|1|5,2|3|1|4|5,32.979400634765625,114.02938842773438,-1
R_2QEyMUCMzoquHy4,Default Response Set,113.64.117.143,2019-10-28T22:14:20Z,2019-10-28T22:17:52Z,NA,NA,NA,NA,1,0,5db7bc67-f208-92e8-2126-bc5def97c875,1,24 到 30 岁,女,城市户口,特别感兴趣,NA,NA,NA,NA,"100,000 元到200,000 元",大学专科,私营企业单位,是党员,1,说不上同意或反对,强烈同意,强烈同意,说不上同意或反对,强烈不同意,强烈同意,强烈不同意,是，我明白,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,2 项,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,NA,NA,NA,NA,1,NA,1  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不同意,同意,同意,同意,不同意,私人企业,1,Audit,NA,A_treatment,B_treatment,NA,NA,D_control,E_control,info|imc_2_7|imc_2_2|imc_2_5|imc_2_3|imc_2_1|imc_2_4|imc_2_6,NA,list_intro|a_4|a_1|season_4|a_2|a_3|a_treatment,fmc_a,list_intro|b_4|b_3|zodiac_5|b_1|b_2|b_treatment,NA,NA,fmc_b,NA,list_intro|c_3|c_2|c_1|c_4|c_control,NA,list_intro|d_2|d_3|d_1|d_4|d_control,NA,intro_list|e_4|e_3|e_1|e_2|e_control,NA,fmc_e,non_sens_direct|e_direct|d_direct|placebo_2_direct|c_direct,4|2|1|3|5,1|4|3|2|5,1|2|4|3|5,24.148300170898438,115.72268676757812,-1
R_w4Vh8fAzvcPF4I1,Default Response Set,59.63.224.116,2019-10-28T22:14:23Z,2019-10-28T22:19:43Z,NA,NA,NA,NA,1,0,5db7bc63-74ab-b38f-476b-e8112f05a514,1,31 到 40 岁,女,城市户口,NA,非常感兴趣,NA,NA,NA,"100,000 元到200,000 元",硕士及以上,政府和国有企事业单位,是党员,1,说不上同意或反对,某种程度上同意,某种程度上同意,说不上同意或反对,说不上同意或反对,某种程度上同意,某种程度上不同意,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1 项,NA,NA,NA,NA,NA,NA,我几乎每天在家做饭。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,我非常喜欢火龙果。,不同意,NA,同意,同意,同意,不同意,政府机构,1,empty,NA,A_control,B_placebo,NA,NA,D_treatment,E_treatment,info|imc_2_2|imc_2_3|imc_2_6|imc_2_4|imc_2_5|imc_2_1|imc_2_7,list_intro|a_4|a_3|a_1|a_2|a_control,NA,fmc_a,NA,intro_list|b_1|b_2|b_3|b_4|placebo_1|b_placebo,NA,fmc_b,NA,list_intro|c_1|c_2|c_3|c_4|c_control,list_intro|d_3|d_1|d_sensitive|d_4|d_2|d_treatment,NA,intro_list|e_2|e_4|e_sensitive|e_1|e_3|e_treatment,NA,NA,fmc_e,non_sens_direct|e_direct|c_direct|placebo_1_direct|d_direct,2|3|1|4|5,4|2|3|1|5,2|3|4|1|5,30.585601806640625,114.26651000976562,-1
R_3G8m0IUeu2cF6u6,Default Response Set,117.136.7.224,2019-10-28T22:18:59Z,2019-10-28T22:22:39Z,NA,NA,NA,NA,1,0,5db7bd82-34c2-0d40-a84d-77d9d2a2b28c,1,31 到 40 岁,女,城市户口,特别感兴趣,NA,NA,NA,NA,"100,000 元到200,000 元",大学本科,私营企业单位,是党员,1,说不上同意或反对,强烈同意,某种程度上同意,某种程度上同意,某种程度上同意,说不上同意或反对,某种程度上同意,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,NA,NA,NA,NA,NA,1,3  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,我们的国家应该建立更多的自然保护区。,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,我们的城市需要一个更大的体育馆。,不同意,NA,同意,同意,同意,不同意,独立机构或大学,1,empty,NA,A_control,B_treatment,NA,NA,D_treatment,E_placebo,info|imc_2_4|imc_2_2|imc_2_5|imc_2_7|imc_2_6|imc_2_1|imc_2_3,list_intro|a_4|a_1|a_2|a_3|a_control,NA,fmc_a,list_intro|b_3|b_4|zodiac_6|b_2|b_1|b_treatment,NA,NA,fmc_b,intro_list|c_4|c_1|c_3|c_sensitive|c_2|c_treatment,NA,list_intro|d_4|d_2|d_sensitive|d_1|d_3|d_treatment,NA,NA,NA,intro_list|e_3|placebo_3|e_1|e_4|e_2|e_placebo,fmc_e,non_sens_direct|placebo_1_direct|e_direct|c_direct|d_direct,1|3|4|2|5,2|3|4|1|5,2|3|4|1|5,45.75,126.64999389648438,-1
R_3QSmdTaj9xZHmno,Default Response Set,117.132.193.3,2019-10-28T22:17:50Z,2019-10-28T22:22:59Z,NA,NA,NA,NA,1,0,5db7bd07-2da4-4f8e-aaab-6b58ba998cb5,1,18 到 23 岁,女,农村户口,NA,NA,比较感兴趣,NA,NA,"50,000 元以下",大学本科,民间非营利组织,不是党员,1,说不上同意或反对,强烈同意,强烈同意,某种程度上同意,说不上同意或反对,某种程度上不同意,强烈不同意,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,2 项,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,NA,NA,NA,1,NA,NA,2  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不同意,不同意,同意,同意,不同意,政府机构,1,empty,NA,A_treatment,B_treatment,NA,NA,D_control,E_treatment,info|imc_2_3|imc_2_5|imc_2_6|imc_2_2|imc_2_7|imc_2_1|imc_2_4,NA,list_intro|a_3|a_4|season_2|a_2|a_1|a_treatment,fmc_a,list_intro|b_2|b_3|zodiac_4|b_1|b_4|b_treatment,NA,NA,fmc_b,NA,list_intro|c_2|c_3|c_4|c_1|c_control,NA,list_intro|d_1|d_2|d_3|d_4|d_control,intro_list|e_1|e_3|e_4|e_sensitive|e_2|e_treatment,NA,NA,fmc_e,non_sens_direct|d_direct|c_direct|e_direct|placebo_2_direct,2|4|1|3|5,3|2|4|1|5,1|2|4|3|5,39.142303466796875,117.172607421875,-1
